idCrime,dataCrime,numeroArtigo,lugarCrime,descricaoCrime,marcaCelular
671,31/08/2019,157,GUARULHOS,ROUBO (ART. 157) - OUTROS,MOTOROLA
1115,08/12/2020,155,PRAIA GRANDE,FURTO (ART. 155) - TRANSEUNTE,SAMSUNG
6,30/11/2018,155,SAO JOSE DO RIO PRETO,FURTO (ART. 155) - ESTABELECIMENTO ENSINO,MOTOROLA
876,31/12/2019,157,SUZANO,ROUBO (ART. 157) - VEICULO,MICROSOFT
1180,29/11/2021,155,CACAPAVA,FURTO (ART. 155) - OUTROS,SAMSUNG
1166,29/11/2021,155,MAUA,FURTO (ART. 155) - OUTROS,XIAOMI
414,30/01/2019,155,SANTO ANDRE,FURTO (ART. 155) - OUTROS,APPLE
444,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
88,30/11/2018,155,SAO JOSE DOS CAMPOS,,SAMSUNG
139,30/11/2018,155,OSASCO,FURTO (ART. 155) - OUTROS,
1033,27/08/2020,155,ARAMINA,FURTO (ART. 155) - OUTROS,MULTILASER
1528,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - VEICULO,ASUS
1165,29/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
769,09/01/2019,157,CAMPINAS,ROUBO (ART. 157) - OUTROS,LENOVO
29,30/11/2018,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1529,28/02/2021,157,GUARUJA,ROUBO (ART. 157) - OUTROS,OUTROS
291,05/01/2018,157,EMBU-GUACU,,CUBOT
129,30/11/2018,155,SAO PAULO,,APPLE
1503,28/02/2021,157,CACAPAVA,ROUBO (ART. 157) - VEICULO,MOTOROLA
1476,26/02/2021,157,,,SAMSUNG
316,05/01/2018,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
597,30/08/2019,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,APPLE
389,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
488,02/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1336,12/01/2021,,,,SAMSUNG
575,31/01/2019,155,GUARULHOS,FURTO QUALIFICADO (ART. 155) - INTERIOR ESTABELECIMENTO,SAMSUNG
1028,31/08/2020,155,SAO BERNARDO DO CAMPO,FURTO (ART. 155) - OUTROS,SAMSUNG
260,30/04/2018,157,SAO PAULO,,APPLE
1439,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - INTERIOR DE VEICULO,APPLE
138,30/11/2018,155,SAO PAULO,FURTO (ART. 155) - OUTROS,
1204,30/01/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
741,31/08/2019,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,MOTOROLA
872,22/12/2019,157,FRANCISCO MORATO,ROUBO (ART. 157) - OUTROS,SAMSUNG
702,31/08/2019,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
339,05/01/2018,157,CARAPICUIBA,ROUBO (ART. 157) - INTERIOR DE VEICULO,OUTROS
106,12/01/2018,155,TUPA,,OUTROS
247,30/04/2018,157,SAO PAULO,,SAMSUNG
552,30/01/2019,155,SOROCABA,FURTO (ART. 155) - OUTROS,SAMSUNG
684,09/01/2019,,,ROUBO (ART. 157) - OUTROS,MOTOROLA
725,29/08/2019,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,
77,30/11/2018,155,,,SAMSUNG
859,31/12/2019,157,GUARULHOS,ROUBO (ART. 157) - VEICULO,LG
1500,25/02/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,LG
448,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,XIAOMI
802,31/12/2019,157,DIADEMA,ROUBO (ART. 157) - VEICULO,LG
1470,03/01/2021,157,BATATAIS,ROUBO (ART. 157) - CONDOMINIO RESIDENCIAL,XIAOMI
404,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,XIAOMI
1438,24/02/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,LG
239,29/04/2018,,,,
855,24/12/2019,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,APPLE
971,29/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
1286,30/11/2021,155,SANTOS,FURTO (ART. 155) - OUTROS,MOTOROLA
1134,22/08/2020,155,DIADEMA,FURTO (ART. 155) - OUTROS,MOTOROLA
736,31/08/2019,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,
44,30/11/2018,155,,FURTO (ART. 155) - OUTROS,SAMSUNG
744,09/01/2019,157,SAO PAULO,ROUBO (ART. 157) - VEICULO,SAMSUNG
189,30/11/2018,,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
557,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - TRANSEUNTE,ASUS
12,30/11/2018,157,PIRAJUI,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
408,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
851,31/12/2019,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,ASUS
512,31/01/2019,155,SANTO ANDRE,FURTO (ART. 155) - INTERIOR TRANSPORTE COLETIVO,MOTOROLA
330,05/01/2018,157,SANTOS,ROUBO (ART. 157) - OUTROS,SAMSUNG
1527,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - VEICULO,APPLE
386,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
317,05/01/2018,157,VOTUPORANGA,ROUBO (ART. 157) - TRANSEUNTE,BLU
588,31/08/2019,157,LOUVEIRA,ROUBO (ART. 157) - ESTABELECIMENTO COMERCIAL,MOTOROLA
787,31/12/2019,157,,,MOTOROLA
165,30/11/2018,155,SAO PAULO,FURTO (ART. 155) - OUTROS,
1044,22/08/2020,155,CAMPINAS,FURTO (ART. 155) - OUTROS,SAMSUNG
757,31/08/2019,157,SAO PEDRO,ROUBO (ART. 157) - RESIDENCIA,SAMSUNG
1459,26/02/2021,157,MOGI DAS CRUZES,ROUBO (ART. 157) - OUTROS,MOTOROLA
313,05/01/2018,157,MONGAGUA,,LG
1017,28/08/2020,155,JAU,FURTO (ART. 155) - INTERIOR DE VEICULO,MOTOROLA
1469,27/02/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
965,28/08/2020,155,DIADEMA,FURTO (ART. 155) - OUTROS,SAMSUNG
1075,09/01/2020,155,SAO VICENTE,FURTO (ART. 155) - OUTROS,SAMSUNG
521,30/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
11,30/11/2018,157,PIRAJUI,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
1293,12/01/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,XIAOMI
229,30/04/2018,,,,
958,27/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
923,01/01/2020,157,SAO PAULO,ROUBO (ART. 157) - VEICULO,ASUS
685,09/01/2019,,,ROUBO (ART. 157) - TRANSEUNTE,APPLE
904,01/01/2020,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,MOTOROLA
436,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
27,30/11/2018,155,OSASCO,FURTO (ART. 155) - OUTROS,SAMSUNG
1281,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,XIAOMI
1343,12/01/2021,155,SAO PAULO,FURTO (ART. 155) - INTERIOR DE VEICULO,APPLE
1175,27/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
831,31/12/2019,,,,
1329,12/01/2021,,,,APPLE
1222,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
426,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
174,30/11/2018,,IBITINGA,FURTO (ART. 155) - TRANSEUNTE,MOTOROLA
509,02/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
415,31/01/2019,155,JANDIRA,FURTO (ART. 155) - OUTROS,SAMSUNG
743,31/08/2019,157,SAO PAULO,ROUBO (ART. 157) - INTERIOR DE VEICULO,LENOVO
897,01/01/2020,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
1014,09/01/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,XIAOMI
929,31/12/2019,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,XIAOMI
998,29/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,XIAOMI
1235,09/01/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
15,25/11/2018,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
1410,03/01/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,MOTOROLA
810,31/12/2019,157,DIADEMA,ROUBO (ART. 157) - OUTROS,SAMSUNG
794,31/12/2019,157,SAO PAULO,ROUBO (ART. 157) - INTERIOR TRANSPORTE COLETIVO,MOTOROLA
398,31/01/2019,155,SAO PAULO,FURTO QUALIFICADO (ART. 155) - INTERIOR DE VEICULO,XIAOMI
13,30/11/2018,157,PIRAJUI,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
697,31/08/2019,,,ROUBO (ART. 157) - APLICATIVO DE MOBILIDADE URBANA,SAMSUNG
1138,29/08/2020,155,SAO PAULO,FURTO QUALIFICADO (ART. 155) - ESTABELECIMENTO ENSINO,MULTILASER
726,31/08/2019,157,FERRAZ DE VASCONCELOS,ROUBO (ART. 157) - TRANSEUNTE,
1451,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,APPLE
273,30/04/2018,157,SAO PAULO,,SAMSUNG
1246,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,APPLE
748,31/08/2019,157,SAO PAULO,ROUBO (ART. 157) - INTERIOR DE VEICULO,SAMSUNG
1441,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,APPLE
1361,28/02/2021,157,CAMPINAS,A.I.-ROUBO (ART. 157) - VEICULO,XIAOMI
1436,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,MOTOROLA
947,01/01/2020,157,GUARUJA,ROUBO (ART. 157) - OUTROS,SAMSUNG
892,01/01/2020,157,ITATIBA,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
531,31/01/2019,155,BRAGANCA PAULISTA,FURTO (ART. 155) - OUTROS,MOTOROLA
782,31/12/2019,157,,,MOTOROLA
125,30/11/2018,155,SAO PAULO,,MOTOROLA
1062,31/08/2020,155,SOROCABA,FURTO QUALIFICADO (ART. 155) - OUTROS,SAMSUNG
485,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
1228,30/11/2021,155,SAO PAULO,FURTO (ART. 155) - INTERIOR DE VEICULO,APPLE
577,31/01/2019,155,JUNDIAI,FURTO (ART. 155) - INTERIOR DE VEICULO,APPLE
1009,31/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
1307,12/01/2021,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
1130,23/06/2020,155,PONTAL,FURTO QUALIFICADO (ART. 155) - TRANSEUNTE,SAMSUNG
362,05/01/2018,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,APPLE
134,30/11/2018,155,SAO PAULO,,
466,02/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,OUTROS
734,09/01/2019,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,
212,30/04/2018,,SAO PAULO,ROUBO (ART. 157) - VEICULO,MOTOROLA
80,30/11/2018,155,SAO PAULO,,APPLE
1245,29/11/2021,155,SAO PAULO,FURTO (ART. 155) - TRANSEUNTE,APPLE
179,30/11/2018,,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
1406,28/02/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
1155,11/05/2021,155,EMBU-GUACU,FURTO (ART. 155) - TRANSEUNTE,
383,31/01/2019,155,SAO PAULO,FURTO (ART. 155) - OUTROS,MOTOROLA
819,01/01/2020,157,OSASCO,ROUBO (ART. 157) - INTERIOR DE VEICULO,MOTOROLA
541,02/01/2019,155,SERTAOZINHO,FURTO (ART. 155) - INTERIOR DE VEICULO,MOTOROLA
861,01/01/2020,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
688,09/01/2019,,,ROUBO (ART. 157) - INTERIOR DE VEICULO,MOTOROLA
1096,31/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
1442,25/02/2021,157,ITANHAEM,ROUBO (ART. 157) - INTERIOR ESTABELECIMENTO,MOTOROLA
1074,09/01/2020,155,BAURU,FURTO (ART. 155) - OUTROS,MOTOROLA
712,09/01/2019,157,SANTA ISABEL,ROUBO (ART. 157) - TRANSEUNTE,
1077,09/01/2020,155,HORTOLANDIA,FURTO (ART. 155) - TRANSEUNTE,SAMSUNG
1440,03/01/2021,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,APPLE
777,31/12/2019,157,,,MOTOROLA
1517,25/02/2021,157,SAO PAULO,ROUBO (ART. 157) - OUTROS,LG
820,01/01/2020,157,UBATUBA,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
1102,30/08/2020,155,CARAGUATATUBA,FURTO (ART. 155) - TRANSEUNTE,MOTOROLA
994,31/08/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
1036,09/01/2020,155,SUMARE,FURTO (ART. 155) - INTERIOR TRANSPORTE COLETIVO,MOTOROLA
108,30/11/2018,155,ARACATUBA,,SAMSUNG
930,31/12/2019,157,SAO PAULO,ROUBO (ART. 157) - TRANSEUNTE,SAMSUNG
1061,09/01/2020,155,SAO PAULO,FURTO (ART. 155) - OUTROS,SAMSUNG
585,28/08/2019,157,SOROCABA,ROUBO (ART. 157) - OUTROS,SAMSUNG
249,30/04/2018,157,SAO JOSE DOS CAMPOS,,MOTOROLA
